unamed,ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry
2073,RHP,"Ryman Hospitality Properties, Inc.",28191,396,Colin Reed,11176606,Real Estate
1480,RHI,Robert Half International Inc.,28191,318,M. Waddell,8971474,Industrials
274,ORLY,"O'Reilly Automotive, Inc.",28113,454,Gregory Johnson,12764270,Consumer Discretionary
2101,VICI,"VICI Properties, Inc.",28107,273,Edward Pitoniak,7662894,Real Estate
249,M,"Macy's, Inc.",28037,438,Jeffrey Gennette,12290931,Consumer Discretionary
111,BFAM,"Bright Horizons Family Solutions, Inc.",27959,152,Stephen Kramer,4237306,Consumer Discretionary
439,PPC,Pilgrims Pride Corporation,27920,307,Fabio Sandri,8581691,Consumer Staples
142,CROX,"Crocs, Inc.",27877,566,Andrew Rees,15785920,Consumer Discretionary
886,SPGI,"S&P Global, Inc.",27835,580,Douglas Peterson,16143770,Financials
130,CHDN,Churchill Downs Incorporated,27745,496,William Carstanjen,13755283,Consumer Discretionary
1627,CNDT,"Conduent, Inc.",27402,222,Clifford Skelton,6078061,Information Technology
161,DNUT,"Krispy Kreme, Inc.",27278,867,Michael Tattersfield,23655212,Consumer Discretionary
1664,EPAM,"EPAM Systems, Inc.",27200,218,Arkadiy Dobkin,5921524,Information Technology
140,CPRI,Capri Holdings Limited,27198,542,John Idol,14737831,Consumer Discretionary
359,WHR,Whirlpool Corporation,27128,691,Marc Bitzer,18751901,Consumer Discretionary
364,WOOF,"Petco Health & Wellness Company, Inc.",27079,149,Ron Coughlin,4025740,Consumer Discretionary
320,SMP,"Standard Motor Products, Inc.",27045,64,Eric Sills,1743163,Consumer Discretionary
230,LE,"Lands' End, Inc.",26817,203,Jerome Griffith,5443598,Consumer Discretionary
350,VFC,VF Corp.,26784,576,Steven Rendle,15423154,Consumer Discretionary
422,KR,The Kroger Co.,26763,679,W. McMullen,18168730,Consumer Staples
302,RL,Ralph Lauren Corporation,26670,696,Patrice Louvet,18553058,Consumer Discretionary
1511,SXI,Standex International Corporation,26590,193,David Dunbar,5135735,Industrials
221,JWN,"Nordstrom, Inc.",26479,243,Erik Nordstrom,6445146,Consumer Discretionary
1501,SP,SP Plus Corporation,26424,187,G. Baumann,4947004,Industrials
1160,PNTG,"The Pennant Group, Inc.",26362,13,Daniel Walker,348668,Health Care
1547,VRT,Vertiv Holdings Co.,26349,197,Robert Johnson,5180837,Industrials
315,SHOO,"Steven Madden, Ltd.",25726,294,Edward Rosenfeld,7566831,Consumer Discretionary
316,SIG,Signet Jewelers Limited,25701,504,Virginia Drosos,12953460,Consumer Discretionary
213,HRB,"H&R Block, Inc.",25695,430,Jeffrey Jones II,11040183,Consumer Discretionary
326,TGT,Target Corporation,25501,775,Brian Cornell,19758766,Consumer Discretionary
50,MSGE,Madison Square Garden Entertainment Corp.,25399,758,James Dolan,19243679,Communication Services
468,WMT,Walmart Inc.,25335,1013,C. McMillon,25670673,Consumer Staples
1815,TEL,TE Connectivity Ltd.,24975,589,Terrence Curtin,14715856,Information Technology
90,AAP,"Advance Auto Parts, Inc.",24960,403,Thomas Greco,10052271,Consumer Discretionary
365,WSM,"Williams-Sonoma, Inc.",24866,858,Laura Alber,21324327,Consumer Discretionary
178,FLL,"Full House Resorts, Inc.",24567,105,Daniel Lee,2571232,Consumer Discretionary
465,WBA,"Walgreens Boots Alliance, Inc.",24530,705,Rosalind Brewer,17287489,Consumer Staples
1683,G,Genpact Limited,24506,271,N.V. Tyagarajan,6646011,Information Technology
125,CAL,"Caleres, Inc.",24431,417,Diane Sullivan,10196791,Consumer Discretionary
101,ARKO,ARKO Corp.,24241,263,Arie Kotler,6375923,Consumer Discretionary
572,XPRO,Expro Group Holdings NV,24161,336,Michael Jardon,8123232,Energy
1708,KLIC,"Kulicke and Soffa Industries, Inc.",24159,263,Fusen Chen,6351696,Information Technology
995,BKD,Brookdale Senior Living Inc.,24035,221,Lucinda Baier,5300248,Health Care
1570,ACMR,"ACM Research, Inc.",24029,17,David Wang,398876,Information Technology
1919,MOS,The Mosaic Company,24013,512,James O'Rourke,12297011,Materials
187,GES,"Guess, Inc.",23921,658,Carlos Alberini,15729716,Consumer Discretionary
446,SFM,"Sprouts Farmers Market, Inc.",23903,242,Jack Sinclair,5773120,Consumer Staples
180,FND,"Floor & Decor Holdings, Inc.",23768,216,Thomas Taylor Jr.,5143661,Consumer Discretionary
1821,TTMI,"TTM Technologies, Inc.",23692,110,Thomas Edman,2595084,Information Technology
276,OXM,"Oxford Industries, Inc.",23527,203,Thomas Chubb III,4765870,Consumer Discretionary
144,CTRN,"Citi Trends, Inc.",23400,127,David Makuen,2979581,Consumer Discretionary
450,SPTN,SpartanNash Company,23376,200,Tony Sarsam,4670472,Consumer Staples
413,INGR,Ingredion Incorporated,22969,449,James Zallie,10320138,Consumer Staples
1353,GEO,"The GEO Group, Inc.",22880,70,Jose Gordo,1601207,Industrials
174,EYE,"National Vision Holdings, Inc.",22798,251,L. Fahs,5728490,Consumer Discretionary
1536,UHAL,U-Haul Holding Co.,22785,44,Edward Shoen,1011744,Industrials
243,LOW,"Lowes Companies, Inc.",22697,787,Marvin Ellison,17871715,Consumer Discretionary
114,BJRI,"BJ's Restaurants, Inc.",22219,113,Gregory Levin,2519663,Consumer Discretionary
1711,LFUS,"Littelfuse, Inc.",22176,278,David Heinzmann,6170131,Information Technology
1798,SGH,"SMART Global Holdings, Inc.",22166,301,Mark Adams,6664870,Information Technology
1342,FELE,"Franklin Electric Co., Inc.",22131,312,Gregg Sengstack,6896933,Industrials
164,DRI,"Darden Restaurants, Inc.",21931,542,Eugene Lee Jr.,11891842,Consumer Discretionary
166,EAT,"Brinker International, Inc.",21869,84,Kevin Hochman,1826257,Consumer Discretionary
143,CSV,"Carriage Services, Inc.",21750,246,Melvin Payne,5346781,Consumer Discretionary
1468,PLPC,Preformed Line Products Company,21536,221,Robert Ruhlman,4760219,Industrials
1169,RCM,"R1 RCM, Inc.",21216,746,Joseph Flanagan,15817911,Health Care
1841,VSH,"Vishay Intertechnology, Inc.",21000,399,Gerald Paul,8388523,Information Technology
134,CHUY,"Chuy's Holdings, Inc.",20931,91,Steve Hislop,1911341,Consumer Discretionary
2018,FCPT,"Four Corners Property Trust, Inc.",20857,114,William Lenehan IV,2381945,Real Estate
1651,DIOD,Diodes Incorporated,20448,380,Keh-Shew Lu,7760880,Information Technology
385,CASY,"Casey's General Stores, Inc.",20346,445,Darren Rebelez,9061083,Consumer Staples
1759,OSIS,"OSI Systems, Inc.",20155,479,Deepak Chopra,9654358,Information Technology
265,MTN,"Vail Resorts, Inc.",19924,332,Kirsten Lynch,6609628,Consumer Discretionary
412,IMKTA,"Ingles Markets, Incorporated",19793,100,James Lanning,1974670,Consumer Staples
127,CBRL,"Cracker Barrel Old Country Store, Inc.",19633,355,Sandra Cochran,6964275,Consumer Discretionary
1632,COMM,"CommScope Holding Co., Inc.",19614,146,Charles Treadway,2865860,Information Technology
449,SPB,"Spectrum Brands Holdings, Inc.",19342,445,David Maura,8606325,Consumer Staples
267,NCLH,Norwegian Cruise Line Holdings Ltd.,19319,1018,Frank Rio,19668768,Consumer Discretionary
273,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",19315,220,John Swygert,4253126,Consumer Discretionary
103,ASO,"Academy Sports and Outdoors, Inc.",19284,596,Ken Hicks,11484293,Consumer Discretionary
218,JACK,Jack in the Box Inc.,19128,246,Darin Harris,4709511,Consumer Discretionary
467,WMK,"Weis Markets, Inc.",19061,504,Jonathan Weis,9601709,Consumer Staples
266,MUSA,"Murphy USA, Inc.",19058,453,R. Clyde,8638157,Consumer Discretionary
380,BJ,"BJ's Wholesale Club Holdings, Inc.",19021,859,Robert Eddy,16340546,Consumer Staples
702,FDS,FactSet Research Systems Inc.,18958,348,F. Snow,6604998,Financials
93,ADNT,Adient plc,18799,758,Douglas Del Grosso,14242424,Consumer Discretionary
1592,AOSL,Alpha and Omega Semiconductor Limited,18738,417,Mike Chang,7814989,Information Technology
107,BBBY,Bed Bath & Beyond Inc.,18652,524,Mark Tritton,9775622,Consumer Discretionary
314,SHAK,"Shake Shack, Inc.",18432,297,Randy Garutti,5466562,Consumer Discretionary
349,VC,Visteon Corporation,18403,506,Sachin Lawande,9307212,Consumer Discretionary
1487,RRX,Regal Rexnord Corporation,18252,406,Louis Pinkham,7401555,Industrials
437,PM,Philip Morris International Inc.,18196,580,Jacek Olczak,10557568,Consumer Staples
119,BOOT,"Boot Barn Holdings, Inc.",18152,291,James Conroy,5279816,Consumer Discretionary
1630,COHR,Coherent Corp.,18006,596,Vincent Mattera Jr.,10727919,Information Technology
291,PVH,PVH Corp.,17839,825,Stefan Larsson,14714208,Consumer Discretionary
163,DPZ,"Domino's Pizza, Inc.",17782,401,Richard Allison,7138003,Consumer Discretionary
156,DG,Dollar General Corporation,17773,935,Todd Vasos,16618873,Consumer Discretionary
1756,ON,ON Semiconductor Corporation,17475,734,Hassane El-Khoury,12825562,Information Technology
1810,SWKS,"Skyworks Solutions, Inc.",17409,928,Liam Griffin,16150421,Information Technology
310,SCVL,"Shoe Carnival, Inc.",17221,127,Mark Worden,2181767,Consumer Discretionary
283,PLAY,"Dave & Buster's Entertainment, Inc.",17206,202,Kevin Sheehan,3481565,Consumer Discretionary
288,PRTS,"CarParts.com, Inc.",17190,244,Lev Peker,4186297,Consumer Discretionary
158,DIN,"Dine Brands Global, Inc.",17180,631,John Peyton,10838013,Consumer Discretionary
246,LULU,lululemon athletica inc.,17061,778,Calvin McDonald,13265455,Consumer Discretionary
2085,SKT,"Tanger Factory Outlet Centers, Inc.",16817,302,Stephen Yalof,5082937,Real Estate
514,INSW,"International Seaways, Inc.",16436,186,Lois Zabrocky,3052550,Energy
118,BLMN,"Bloomin' Brands, Inc.",16334,460,David Deno,7518278,Consumer Discretionary
242,LOVE,The Lovesac Co.,16275,101,Shawn Nelson,1640096,Consumer Discretionary
341,TXRH,"Texas Roadhouse, Inc.",16234,232,Gerald Morgan,3769765,Consumer Discretionary
1588,AMKR,"Amkor Technology, Inc.",16225,236,Giel Rutten,3832635,Information Technology
1593,APH,Amphenol Corporation,16042,816,R. Norwitt,13092697,Information Technology
136,CMG,"Chipotle Mexican Grill, Inc.",15811,1131,Brian Niccol,17880580,Consumer Discretionary
45,LYV,"Live Nation Entertainment, Inc.",15740,879,Michael Rapino,13842464,Communication Services
1525,TRN,"Trinity Industries, Inc.",15659,356,E. Savage,5579197,Industrials
193,GOLF,Acushnet Holdings Corp.,15555,520,David Maher,8092225,Consumer Discretionary
1867,AVY,Avery Dennison Corporation,15256,815,Mitchell Butier,12433721,Materials
102,ARMK,Aramark,15154,879,John Zillmer,13324828,Consumer Discretionary
1772,PLXS,Plexus Corp.,15075,494,Todd Kelsey,7440475,Information Technology
240,LOCO,"El Pollo Loco Holdings, Inc.",15027,100,Laurance Roberts,1499832,Consumer Discretionary
346,URBN,"Urban Outfitters, Inc.",14907,70,Richard Hayne,1040539,Consumer Discretionary
307,SBH,"Sally Beauty Holdings, Inc.",14856,563,Denise Paulonis,8363154,Consumer Discretionary
297,RCL,Royal Caribbean Group,14706,1075,Richard Fain,15812027,Consumer Discretionary
1641,CTS,CTS Corporation,14659,269,Kieran O'Sullivan,3944440,Information Technology
328,THRM,Gentherm Incorporated,14482,412,Phillip Eyler,5972977,Consumer Discretionary
0,ADV,"Advantage Solutions, Inc.",14328,721,Tanya Domier,10330444,Communication Services
317,SIX,Six Flags Entertainment Corporation,14277,836,Selim Bassoul,11932585,Consumer Discretionary
329,TJX,"The TJX Companies, Inc.",14139,2249,Ernie Herrman,31802000,Consumer Discretionary
323,SRI,"Stoneridge, Inc.",14008,257,Jonathan DeGaynor,3605813,Consumer Discretionary
955,ADUS,Addus HomeCare Corporation,13926,247,R. Allison,3444664,Health Care
421,KO,The Coca-Cola Company,13894,1791,James Quincey,24883878,Consumer Staples
126,CATO,The Cato Corporation,13861,394,John D. Cato,5466540,Consumer Discretionary
356,WEN,The Wendy's Company,13757,703,Todd Penegor,9669733,Consumer Discretionary
160,DLTR,"Dollar Tree, Inc.",13490,760,Michael Witynski,10249698,Consumer Discretionary
182,FRG,"Franchise Group, Inc.",13436,693,Brian Kahn,9310064,Consumer Discretionary
345,ULTA,"Ulta Beauty, Inc.",13403,637,David Kimbell,8539767,Consumer Discretionary
371,YUM,"Yum! Brands, Inc.",13082,2108,David Gibbs,27578659,Consumer Discretionary
959,ALGN,"Align Technology, Inc.",13011,1659,Joseph Hogan,21591400,Health Care
1604,AXTI,"AXT, Inc.",12964,219,Morris Young,2836108,Information Technology
308,SBUX,Starbucks Corporation,12935,1579,Kevin Johnson,20425162,Consumer Discretionary
1712,LITE,"Lumentum Holdings, Inc.",12933,835,Alan Lowe,10793744,Information Technology
1116,MODV,ModivCare Inc.,12899,282,Daniel Greenleaf,3637550,Health Care
120,BURL,"Burlington Stores, Inc.",12690,1093,Michael O'Sullivan,13867435,Consumer Discretionary
151,DBI,Designer Brands Inc.,12543,776,Roger Rawlins,9735430,Consumer Discretionary
191,GME,GameStop Corp.,12417,1354,Matthew Furlong,16812934,Consumer Discretionary
968,AMRX,"Amneal Pharmaceuticals, Inc.",12169,394,Chintu Patel,4798825,Health Care
177,FL,"Foot Locker, Inc.",12135,1191,Richard Johnson,14458325,Consumer Discretionary
224,KSS,Kohls Corporation,11921,1084,Michelle Gass,12924834,Consumer Discretionary
268,NDLS,Noodles & Co.,11837,203,Dave Boennighausen,2408743,Consumer Discretionary
1508,ST,Sensata Technologies Holding Plc,11558,588,Jeffrey Cote,6798263,Industrials
176,FIVE,"Five Below, Inc.",11454,790,Joel Anderson,9047922,Consumer Discretionary
1794,SANM,Sanmina Corporation,11048,1316,Jure Sola,14535131,Information Technology
1279,BCO,The Brinks Company,10966,1040,Douglas Pertz,11405920,Industrials
351,VSCO,Victoria's Secret & Co.,10856,1189,Martin Waters,12905231,Consumer Discretionary
303,ROST,"Ross Stores, Inc.",10806,1480,Barbara Rentler,15989635,Consumer Discretionary
1272,AYI,"Acuity Brands, Inc.",10653,732,Neil Ashe,7799094,Industrials
108,BBWI,"Bath & Body Works, Inc.",10632,1662,Andrew Meslow,17668627,Consumer Discretionary
284,PLCE,"The Children's Place, Inc.",10591,1117,Jane Elfers,11831132,Consumer Discretionary
318,SKX,"Skechers U.S.A., Inc.",10586,2265,Robert Greenberg,23977314,Consumer Discretionary
159,DKS,"Dick's Sporting Goods, Inc.",10495,911,Lauren Hobart,9566005,Consumer Discretionary
342,UAA,"Under Armour, Inc.",10466,1485,Patrik Frisk,15544913,Consumer Discretionary
1577,AEIS,"Advanced Energy Industries, Inc.",10312,631,Stephen Kelley,6506021,Information Technology
1669,EXLS,"ExlService Holdings, Inc.",10275,977,Rohit Kapoor,10033589,Information Technology
289,PRTY,"Party City Holdco, Inc.",10176,261,Bradley Weston,2658334,Consumer Discretionary
112,BH,"Biglari Holdings, Inc.",10134,89,Sardar Biglari,900000,Consumer Discretionary
1705,KE,"Kimball Electronics, Inc.",10074,285,Donald Charron,2872122,Information Technology
262,MPAA,"Motorcar Parts of America, Inc.",10003,433,Selwyn Joffe,4334648,Consumer Discretionary
343,UEIC,Universal Electronics Inc.,9908,298,Paul Arling,2956910,Consumer Discretionary
441,PSMT,"PriceSmart, Inc.",9775,1042,Sherry Bahrambeygui,10182186,Consumer Staples
1808,STX,Seagate Technology Holdings plc,9757,1193,William Mosley,11641189,Information Technology
1609,BHE,"Benchmark Electronics, Inc.",9676,696,Jeffrey Benck,6736846,Information Technology
1843,WDC,Western Digital Corporation,9644,3332,David Goeckeler,32137338,Information Technology
372,ZUMZ,Zumiez Inc.,9515,260,Richard Brooks Jr.,2474467,Consumer Discretionary
313,SGC,"Superior Group of Companies, Inc.",9391,626,Michael Benstock,5874538,Consumer Discretionary
1,AMC,"AMC Entertainment Holdings, Inc.",9386,2015,Adam Aron,18909546,Communication Services
1709,KN,Knowles Corp.,9086,990,Jeffrey Niew,8999264,Information Technology
113,BIG,"Big Lots, Inc.",9085,995,Bruce Thorn,9042187,Consumer Discretionary
292,PZZA,"Papa John's International, Inc.",9027,802,Robert Lynch,7239979,Consumer Discretionary
219,JOAN,"JOANN, Inc.",9020,270,Wade Miquelon,2431858,Consumer Discretionary
1582,ALGM,"Allegro MicroSystems, Inc.",8948,1251,Ravi Vig,11191042,Information Technology
253,MCD,McDonald's Corporation,8897,2251,Christopher Kempczinski,20028132,Consumer Discretionary
1407,KELYA,"Kelly Services, Inc.",8850,445,Peter Quigley,3938608,Industrials
311,SEAS,"SeaWorld Entertainment, Inc.",8807,228,Marc Swanson,2009400,Consumer Discretionary
366,WW,"WW International, Inc.",8741,588,Mindy Grossman,5137456,Consumer Discretionary
1678,FN,Fabrinet,8715,1140,Seamus Grady,9936955,Information Technology
128,CCL,Carnival Corporation,8658,1740,Arnold Donald,15063788,Consumer Discretionary
47,MCS,The Marcus Corporation,8597,446,Gregory Marcus,3834147,Communication Services
141,CRI,"Carter's, Inc.",8587,1288,Michael Casey,11056385,Consumer Discretionary
1820,TTEC,"TTEC Holdings, Inc.",8464,75,Kenneth Tuchman,632135,Information Technology
95,AEO,"American Eagle Outfitters, Inc.",8439,1763,Jay Schottenstein,14875447,Consumer Discretionary
1512,TBI,"TrueBlue, Inc.",8174,711,A. Beharelle,5811254,Industrials
1723,MEI,"Methode Electronics, Inc.",8137,282,Donald Duda,2297776,Information Technology
1702,JBL,"Jabil, Inc.",8131,2021,Mark Mondello,16435268,Information Technology
231,LEA,Lear Corporation,8106,1642,Raymond Scott,13306375,Consumer Discretionary
700,FCFS,"FirstCash Holdings, Inc.",8079,888,Rick Wessel,7175467,Financials
173,EXPR,"Express, Inc.",8033,827,Timothy Baxter,6643720,Consumer Discretionary
1424,MAN,ManpowerGroup Inc.,8022,2342,Jonas Prising,18787835,Industrials
100,APTV,Aptiv Plc,7402,1992,Kevin Clark,14744780,Consumer Discretionary
197,GPS,"The Gap, Inc.",7348,2485,Sonia Syngal,18260915,Consumer Discretionary
115,BKE,"The Buckle, Inc.",7200,1666,Dennis Nelson,11994209,Consumer Discretionary
205,HBI,Hanesbrands Inc.,7055,1564,Stephen Bratspies,11031249,Consumer Discretionary
1523,TPIC,"TPI Composites, Inc.",7015,489,William Siwek,3430367,Industrials
1144,OMI,"Owens & Minor, Inc.",6853,1121,Edward Pesicka,7680578,Health Care
983,AVNS,"Avanos Medical, Inc.",6120,895,Joseph Woody,5478187,Health Care
251,MAT,"Mattel, Inc.",5963,2705,Ynon Kreiz,16128895,Consumer Discretionary
402,FDP,Fresh Del Monte Produce Inc.,5727,955,Mohammad Abu-Ghazaleh,5470325,Consumer Staples
17,CNK,"Cinemark Holdings, Inc.",5584,1353,Mark Zoradi,7553272,Communication Services
227,LAUR,"Laureate Education, Inc.",5524,1325,Eilif Serck-Hanssen,7318937,Consumer Discretionary
1305,CSWI,"CSW Industrials, Inc.",5523,3080,Joseph Armes,17010063,Industrials
209,HIBB,"Hibbett, Inc.",5401,502,Michael Longo,2712976,Consumer Discretionary
1628,CNXC,Concentrix Corporation,5384,2802,Christopher Caldwell,15087737,Information Technology
330,TLYS,"Tilly's, Inc.",5165,639,Edmond Thomas,3300130,Consumer Discretionary
225,KTB,"Kontoor Brands, Inc.",5102,1956,Scott Baxter,9979870,Consumer Discretionary
396,CVGW,"Calavo Growers, Inc.",4948,65,Steven Hollister,323882,Consumer Staples
133,CHS,"Chico's FAS, Inc.",3932,1470,Molly Langenstein,5780586,Consumer Discretionary
98,ANF,Abercrombie & Fitch Co.,3915,3283,Fran Horowitz,12851399,Consumer Discretionary
185,GCO,Genesco Inc.,3820,2295,Mimi Vaughn,8766458,Consumer Discretionary
1747,NSSC,"Napco Security Technologies, Inc.",2566,920,Richard Soloway,2359951,Information Technology
463,UVV,Universal Corporation,2001,1867,George Freeman III,3735584,Consumer Staples
433,NUS,"Nu Skin Enterprises, Inc.",224,21125,Ryan Napierski,4731970,Consumer Staples
